A0A061ACU2	A0A061ACU2
P79005	P79005
P79083	P79083
P79943	P79943
P79943	Q14493
P79943	P97440
P80217	P80217
P80217	Q13287
P80269	P80269
P80269	P42028
P80269	Q8K3J1
P80269	Q9VF27
P80269	Q42599
P80269	Q9FX83
P80299	P80299
P80299	P34914
P80299	P34913
P80404	P80404
P80404	P80147
P80470	P80470
P80667	P80667
P80667	G4NE57
P80667	Q7SG02
P81122	P81122
P81269	P81269
P81269	P18846
P81269	P15337
P81269	P16220
P81269	P27925
P81269	Q01147
P81269	P27699
P81269	Q03060
P81269	Q03061
P81449	P81449
P81450	P81450
P81900	P81900
P81900	P07278
P81900	P30625
P81900	P31321
P81900	P10644
P81900	P13861
P81900	P31323
P81909	P81909
P82094	P82094
P82349	P82349
P82538	P82538
P82538	O80634
P82715	P82715
P82979	P82979
P83006	P83006
P83103	P83103
P83103	O80528
P83103	Q9Z0R0
P83103	Q8TF76
P83111	P83111
P83111	P83095
P83369	P83369
P83510	P83510
P83510	Q9UKE5
P83876	P83876
P83876	Q9NX01
P83876	Q06819
P84090	P84090
P84090	Q20057
P84996	P84996
P84996	Q9Z213
P86044	P86044
P86044	A1A5B4
P86044	Q32M45
P86044	Q4KMQ2
P86044	Q6P9J9
P86044	Q75V66
P86044	Q6IWH7
P86044	Q8CFW1
P86044	Q5XXA6
P86044	Q8BHY3
P86044	Q9NQ90
P86397	P86397
P86452	P86452
P86452	D2EAC2
P86924	P86924
P86924	P86926
P87017	P87017
P87074	P87074
P87169	P87169
P87174	P87174
P87176	P87176
P87227	P87227
P87231	P87231
P87233	P87233
P87297	P87297
P87297	Q12248
P89105	P89105
P91082	P91082
P91277	P91277
P91277	P61978
P91399	P91399
P91928	P91928
P92189	P92189
P92204	P92204
P92949	P92949
P92966	P92966
P92966	P92964
P92966	P92965
P92966	Q9BQ04
P92966	Q9BWF3
P92966	Q94901
P92966	Q96PK6
P92973	P92973
P92973	Q6R0H1
P92973	A0A0P0XBU0
P93740	P93740
P93758	P93758
P93758	Q93YN8
P93758	Q7XII4
P93830	P93830
P93830	P33077
P93830	P49677
P93830	P49678
P93830	Q38832
P93830	P49679
P93830	Q38830
P94077	P94077
P97287	P97287
P97287	Q07820
P97343	P97343
P97343	Q63285
P97343	Q8TAS1
P97346	P97346
P97367	P97367
P97367	O46339
P97367	Q60954
P97367	P79937
P97367	Q96KN3
P97411	P97411
P97411	Q05084
P97414	P97414
P97414	P51787
P97414	O43525
P97414	O88944
P97414	O43526
P97414	O88943
P97414	Q9Z351
P97414	Q9NR82
P97414	Q9JK45
P97452	P97452
P97452	Q14137
P97452	F4IH25
P97452	Q04660
P97452	O74399
P97460	P97460
P97460	Q99743
P97460	O15516
P97460	O08785
P97480	P97480
P97480	Q99504
P97480	O08575
P97480	O00167
P97480	P97767
P97480	Q99502
P97480	Q05201
P97481	P97481
P97481	Q16665
P97481	Q61221
P97481	Q9JHS2
P97481	Q0VBL6
P97481	Q9Y2N7
P97524	P97524
P97524	O14975
P97524	O35488
P97524	O88561
P97524	Q5K4L6
P97524	P38225
P97524	Q4LDG0
P97524	Q60714
P97577	P97577
P97609	P97609
P97609	O43593
P97717	P97717
P97717	P35368
P97717	O02213
P97717	Q25321
P97717	O02662
P97717	P13945
P97717	P07550
P97717	P04274
P97717	P18762
P97717	P18090
P97717	P34969
P97717	P08913
P97717	P18089
P97717	P18825
P97717	P14842
P97717	P28223
P97717	P35363
P97717	P18901
P97717	P21728
P97717	Q61616
P97717	P21918
P97717	P19327
P97717	P08908
P97717	P25021
P97717	P17124
P97717	P28566
P97717	P28221
P97717	P28222
P97717	P30939
P97717	P29276
P97717	P29275
P97717	P30542
P97717	P30543
P97717	P30729
P97717	P21917
P97717	P35348
P97717	P35462
P97717	P61168
P97717	P14416
P97717	P61169
P97717	P47898
P97717	P50406
P97717	P97714
P97717	P25100
P97717	Q02152
P97717	P41595
P97717	Q13639
P97717	Q923Y8
P97717	Q969N4
P97717	Q5QD04
P97813	P97813
P97852	P97852
P97852	P22414
P97855	P97855
P97855	Q13283
P97868	P97868
P97868	Q7Z6E9
P97931	P97931
P97931	P13051
P97931	Q9LIH6
P97931	Q9U221
P97931	P12887
P98078	P98078
P98081	P98081
P98149	P98149
P98149	P15330
P98149	P16236
P98149	P15307
P98149	Q04206
P98149	Q04207
P98149	Q7TQN4
P98149	Q04863
P98149	Q01201
P98149	P51509
P98200	P98200
P98200	Q9NTI2
P98200	O60312
P98200	O75110
P98200	G5EBH1
P98200	P32660
P98200	Q12675
P98200	P98197
P98200	P98196
P98200	P98198
P98200	Q8NB49
P98200	Q8TF62
P98200	Q148W0
P98200	O43520
P98200	Q9P241
P98200	Q9SLK6
P98200	Q9U280
P98200	Q9Y2Q0
P98200	P70704
P99028	P99028
Q00013	Q00013
Q00013	O88910
Q00013	Q13368
Q00013	Q24210
Q00013	Q5T2T1
Q00013	Q62915
Q00013	Q9JLB2
Q00013	Q8JHF4
Q00013	Q8N3R9
Q00055	Q00055
Q00055	P41911
Q00055	Q9SCX9
Q00202	Q00202
Q00278	Q00278
Q00341	Q00341
Q00381	Q00381
Q00381	Q9P7N2
Q00416	Q00416
Q00597	Q00597
Q00653	Q00653
Q00653	P19838
Q00653	P25799
Q00731	Q00731
Q00731	P15692
Q00757	Q00757
Q00816	Q00816
Q00899	Q00899
Q00899	P25490
Q00947	Q00947
Q00947	P38704
Q00972	Q00972
Q00972	O55028
Q01064	Q01064
Q01064	O76083
Q01064	B0G0Y8
Q01064	Q23917
Q01064	Q13946
Q01080	Q01080
Q01217	Q01217
Q01217	P54898
Q01295	Q01295
Q01295	Q24206
Q01448	Q01448
Q01453	Q01453
Q01453	P54851
Q01453	O88662
Q01454	Q01454
Q01501	Q01501
Q01519	Q01519
Q01519	P56391
Q01519	P00429
Q01519	P14854
Q01519	Q1K8U2
Q01532	Q01532
Q01543	Q01543
Q01543	P11308
Q01543	P81270
Q01543	P14921
Q01543	P15036
Q01543	P15037
Q01543	P51023
Q01543	Q04688
Q01543	Q06546
Q01543	Q00422
Q01543	Q99581
Q01560	Q01560
Q01593	Q01593
Q01593	P37398
Q01649	Q01649
Q01663	Q01663
Q01664	Q01664
Q01664	P34474
Q01780	Q01780
Q01780	D4A1X2
Q01780	P56960
Q01780	G5EBX6
Q01780	Q10146
Q01780	Q12149
Q01780	Q9VFF3
Q01804	Q01804
Q01831	Q01831
Q01842	Q01842
Q01852	Q01852
Q01892	Q01892
Q01892	P17947
Q01892	Q9Y603
Q01892	P41212
Q01964	Q01964
Q01964	C4R3D4
Q01981	Q01981
Q01992	Q01992
Q01992	Q99797
Q01992	P35999
Q02038	Q02038
Q02038	P42676
Q02040	Q02040
Q02046	Q02046
Q02080	Q02080
Q02080	A0A096MJY4
Q02080	Q8CFN5
Q02080	O89038
Q02080	Q02078
Q02080	Q2MJT0
Q02080	Q60929
Q02080	Q03414
Q02080	Q03413
Q02080	Q14814
Q02080	Q63943
Q02085	Q02085
Q02085	O95863
Q02085	O43623
Q02085	Q7JNM3
Q02099	Q02099
Q02099	Q13535
Q02099	Q9DE14
Q02100	Q02100
Q02206	Q02206
Q02223	Q02223
Q02297	Q02297
Q02297	P43322
Q02336	Q02336
Q02336	Q9P7J7
Q02336	Q8CHV6
Q02336	O75478
Q02336	Q7KSD8
Q02336	Q8I8V0
Q02336	Q9ATB4
Q02336	Q75LL6
Q02354	Q02354
Q9BRJ2	Q9BRJ2
Q9BRP8	Q9BRP8
Q9BRP8	P82804
Q9BRQ5	Q9BRQ5
Q9BRQ5	Q8BWG9
Q9BRQ5	Q96D31
Q9BRQ5	Q96SN7
Q9BRQ8	Q9BRQ8
Q9BRQ8	Q8BUE4
Q9BRS8	Q9BRS8
Q9BRS8	Q8BN59
Q9BRT2	Q9BRT2
Q9BRT2	Q9CQY6
Q9BRV3	Q9BRV3
Q9BS16	Q9BS16
Q9BSD3	Q9BSD3
Q9BSF0	Q9BSF0
Q9BSF4	Q9BSF4
Q9BSH4	Q9BSH4
Q9BSI4	Q9BSI4
Q9BSJ5	Q9BSJ5
Q9BSJ6	Q9BSJ6
Q9BSV6	Q9BSV6
Q9BSW2	Q9BSW2
Q9BT17	Q9BT17
Q9BT17	Q8L607
Q9BT23	Q9BT23
Q9BT43	Q9BT43
Q9BT43	O15318
Q9BT49	Q9BT49
Q9BT78	Q9BT78
Q9BT78	Q9N359
Q9BT92	Q9BT92
Q9BTF0	Q9BTF0
Q9BTL3	Q9BTL3
Q9BTP7	Q9BTP7
Q9BTU6	Q9BTU6
Q9BTU6	Q2TBE6
Q9BTU6	Q8TCG2
Q9BTU6	P42951
Q9BTV5	Q9BTV5
Q9BU61	Q9BU61
Q9BU64	Q9BU64
Q9BUA3	Q9BUA3
Q9BUB7	Q9BUB7
Q9BUE6	Q9BUE6
Q9BUE6	Q07821
Q9BUH6	Q9BUH6
Q9BUI4	Q9BUI4
Q9BUK6	Q9BUK6
Q9BUU2	Q9BUU2
Q9BUV0	Q9BUV0
Q9BUZ4	Q9BUZ4
Q9BV20	Q9BV20
Q9BV20	Q06489
Q9BV86	Q9BV86
Q9BV86	Q5VVY1
Q9BV90	Q9BV90
Q9BVC5	Q9BVC5
Q9BVI4	Q9BVI4
Q9BVI4	Q8BHY2
Q9BVI4	Q06512
Q9BVJ7	Q9BVJ7
Q9BVK8	Q9BVK8
Q9BVK8	I6VSD2
Q9BVL4	Q9BVL4
Q9BVL4	Q08968
Q9BVN2	Q9BVN2
Q9BVS5	Q9BVS5
Q9BW27	Q9BW27
Q9BW66	Q9BW66
Q9BW71	Q9BW71
Q9BW91	Q9BW91
Q9BWC9	Q9BWC9
Q9BWF2	Q9BWF2
Q9BWK5	Q9BWK5
Q9BWL3	Q9BWL3
Q9BWN1	Q9BWN1
Q9BWW7	Q9BWW7
Q9BWW7	P08044
Q9BWW7	P25932
Q9BWX1	Q9BWX1
Q9BWX1	Q7L622
Q9BX63	Q9BX63
Q9BX79	Q9BX79
Q9BX79	O70491
Q9BX79	Q0V8E7
Q9BX79	F1RAX4
Q9BXC9	Q9BXC9
Q9BXJ8	Q9BXJ8
Q9BXJ8	Q8C1E7
Q9BXJ9	Q9BXJ9
Q9BXL8	Q9BXL8
Q9BXP2	Q9BXP2
Q9BXP2	A0A0G2KTI4
Q9BXP2	P55014
Q9BXP2	Q13621
Q9BXP2	P59158
Q9BXP2	P55017
Q9BXP2	P55018
Q9BXS1	Q9BXS1
Q9BXU7	Q9BXU7
Q9BXU7	Q86T82
Q9BXV9	Q9BXV9
Q9BXW9	Q9BXW9
Q9BY10	Q9BY10
Q9BY12	Q9BY12
Q9BY27	Q9BY27
Q9BY27	Q14129
Q9BY41	Q9BY41
Q9BY41	Q94517
Q9BY41	O09106
Q9BY41	O17695
Q9BY41	O22446
Q9BY41	O42227
Q9BY41	O59702
Q9BY41	P32561
Q9BY41	Q13547
Q9BY41	Q4QQW4
Q9BY41	Q92769
Q9BY41	Q9FML2
Q9BY41	O13298
Q9BY41	O88895
Q9BY41	O15379
Q9BY41	P53096
Q9BY41	Q8H0W2
Q9BY77	Q9BY77
Q9BY84	Q9BY84
Q9BY84	Q91790
Q9BY84	Q05923
Q9BY84	Q05922
Q9BY84	Q13115
Q9BY84	Q9Y6W6
Q9BYB4	Q9BYB4
Q9BYB4	Q3MV14
Q9BYE2	Q9BYE2
Q9BYE2	O15393
Q9BYE2	O60235
Q9BYE2	Q1JRP2
Q9BYE2	P05981
Q9BYE2	O35453
Q9BYE2	Q5S248
Q9BYE2	Q86T26
Q9BYE2	Q8BIK6
Q9BYE2	Q9DBI0
Q9BYE2	Q8IU80
Q9BYI3	Q9BYI3
Q9BYN7	Q9BYN7
Q9BZ67	Q9BZ67
Q9BZB8	Q9BZB8
Q9BZC1	Q9BZC1
Q9BZC1	O95319
Q9BZC1	O57406
Q9BZC1	P28659
Q9BZC1	Q7T2T1
Q9BZC1	Q92879
Q9BZC1	Q9Z0H4
Q9BZC1	Q5F3T7
Q9BZE9	Q9BZE9
Q9BZF1	Q9BZF1
Q9BZG8	Q9BZG8
Q9BZG8	Q5NCQ5
Q9BZH6	Q9BZH6
Q9BZJ4	Q9BZJ4
Q9BZJ7	Q9BZJ7
Q9BZJ7	Q9BZJ8
Q9BZL6	Q9BZL6
Q9BZL6	Q15139
Q9BZR8	Q9BZR8
Q9BZR9	Q9BZR9
Q9BZV1	Q9BZV1
Q9BZZ5	Q9BZZ5
Q9BZZ5	Q6Z6S1
Q9C000	Q9C000
Q9C000	Q2LKW6
Q9C000	Q7RTR0
Q9C000	Q8R4B8
Q9C000	P59047
Q9C000	Q96P20
Q9C000	Q91WS2
Q9C000	P59044
Q9C000	Q63035
Q9C086	Q9C086
Q9C086	Q99PT3
Q9C0C2	Q9C0C2
Q9C0C6	Q9C0C6
Q9C0C6	Q8R0W1
Q9C0C7	Q9C0C7
Q9C0C7	A2AH22
Q9C0C9	Q9C0C9
Q9C0E2	Q9C0E2
Q9C103	Q9C103
Q9C107	Q9C107
Q9C115	Q9C115
Q9C446	Q9C446
Q9C4Z7	Q9C4Z7
Q9C516	Q9C516
Q9C516	C6KIE6
Q9C516	O80462
Q9C5G0	Q9C5G0
Q9C5G0	O43670
Q9C5G0	Q9JMD0
Q9C5H9	Q9C5H9
Q9C5J3	Q9C5J3
Q9C5J3	O15042
Q9C5J9	Q9C5J9
Q9C5Q2	Q9C5Q2
Q9C5Q2	Q69TW5
Q9C5Q2	Q9LES3
Q9C5Q2	Q9M7Q4
Q9C5Q2	Q8RZ35
Q9C5Q2	P42777
Q9C5Q2	Q8RYD6
Q9C5Q2	Q84JK2
Q9C5Q2	Q9SJN0
Q9C5Q8	Q9C5Q8
Q9C5S1	Q9C5S1
Q9C5U1	Q9C5U1
Q9C5W3	Q9C5W3
Q9C5Z3	Q9C5Z3
Q9C5Z3	P60228
Q9C757	Q9C757
Q9C757	O23492
Q9C757	Q921A2
Q9C757	Q96QE2
Q9C7C4	Q9C7C4
Q9C7G6	Q9C7G6
Q9C7S0	Q9C7S0
Q9C7S5	Q9C7S5
Q9C811	Q9C811
Q9C882	Q9C882
Q9C882	Q9LZS0
Q9C8H3	Q9C8H3
Q9C8H3	Q9M2R0
Q9C8H3	Q60EW9
Q9C8H3	B8XCH5
Q9C8J7	Q9C8J7
Q9C8R8	Q9C8R8
Q9C8R8	Q9FJR9
Q9C9B9	Q9C9B9
Q9C9B9	Q9C664
Q9C9T2	Q9C9T2
Q9C9T2	F4K2R6
Q9C9T2	A0A1U8IPT1
Q9C9T3	Q9C9T3
Q9C9T3	Q9M0N8
Q9CA42	Q9CA42
Q9CA42	F4HRT5
Q9CA42	Q9SAF6
Q9CA42	A0A166B1A6
Q9CA67	Q9CA67
Q9CAC5	Q9CAC5
Q9CAF2	Q9CAF2
Q9CAF2	Q9FNH4
Q9CAF4	Q9CAF4
Q9CAF5	Q9CAF5
Q9CAF5	Q8ILW0
Q9CAF5	A0A509AN56
Q9CAF6	Q9CAF6
Q9CPP6	Q9CPP6
Q9CPR8	Q9CPR8
Q9CPR8	Q96MG7
Q9CPR8	P43355
Q9CPR8	P43356
Q9CPR8	Q99608
Q9CPR8	P25233
Q9CPR8	P43363
Q9CPR8	P43364
Q9CPR8	Q9UBF1
Q9CPX8	Q9CPX8
Q9CQ69	Q9CQ69
Q9CQ75	Q9CQ75
Q9CQF3	Q9CQF3
Q9CQF3	O43809
Q9CQJ2	Q9CQJ2
Q9CQJ4	Q9CQJ4
Q9CQJ4	Q99496
Q9CQJ4	Q06587
Q9CQJ4	Q9VB08
Q9CQJ4	Q0WX00
Q9CQJ4	Q9FKW0
Q9CQK7	Q9CQK7
Q9CQP8	Q9CQP8
Q9CQP8	Q9NTU4
Q9CQR4	Q9CQR4
Q9CQT2	Q9CQT2
Q9CQT2	Q9Y580
Q9CQT2	P57052
Q9CQT7	Q9CQT7
Q9CQT7	Q6ICB0
Q9CR14	Q9CR14
Q9CR24	Q9CR24
Q9CR24	Q99P30
Q9CR24	Q8GYB1
Q9CR51	Q9CR51
Q9CR51	O75348
Q9CR61	Q9CR61
Q9CR61	P17568
Q9CUU3	Q9CUU3
Q9CUU3	O70608
Q9CWR0	Q9CWR0
Q9CX60	Q9CX60
Q9CX60	Q53QV2
Q9CX80	Q9CX80
Q9CX80	Q8WWM9
Q9CX92	Q9CX92
Q9CXV9	Q9CXV9
Q9CXV9	Q92564
Q9CXV9	Q9BTE7
Q9CXV9	Q8IWE4
Q9CXV9	Q96GG9
Q9CXV9	Q6PH85
Q9CXV9	Q9U3C8
Q9CZ42	Q9CZ42
Q9CZG9	Q9CZG9
Q9CZG9	Q5EBL8
Q9CZL5	Q9CZL5
Q9CZL5	P61457
Q9CZL5	P61459
Q9CZL5	Q9H0N5
Q9CZP5	Q9CZP5
Q9CZP5	Q9Y276
Q9CZP5	P32839
Q9CZP5	Q9FLD5
Q9CZX7	Q9CZX7
Q9CZX7	Q3TWL2
Q9D023	Q9D023
Q9D023	O95563
Q9D023	P38857
Q9D023	P53311
Q9D030	Q9D030
Q9D030	P26687
Q9D030	Q15672
Q9D030	Q8WVJ9
Q9D067	Q9D067
Q9D067	Q8TC05
Q9D0Z3	Q9D0Z3
Q9D0Z3	Q6P2H8
Q9D1E5	Q9D1E5
Q9D1E5	Q6UX01
Q9D1F4	Q9D1F4
Q9D1M4	Q9D1M4
Q9D1M4	O43324
Q9D1N4	Q9D1N4
Q9D1N4	A6NDV4
Q9D219	Q9D219
Q9D219	Q67FY2
Q9D219	Q86UU0
Q9D2A5	Q9D2A5
Q9D2A5	Q68CJ9
Q9D2A5	Q8TEY5
Q9D2A5	O43889
Q9D328	Q9D328
Q9D3F7	Q9D3F7
Q9D3F7	Q9NX09
Q9D3G5	Q9D3G5
Q9D3G5	O75558
Q9D3G5	Q8R1Q0
Q9D3G5	P61266
Q9D3G5	P32851
Q9D3G5	O16000
Q9D3G5	Q13277
Q9D3G5	Q08850
Q9D3G5	P70452
Q9D489	Q9D489
Q9D494	Q9D494
Q9D4H9	Q9D4H9
Q9D4H9	O94880
Q9D5U8	Q9D5U8
Q9D5V6	Q9D5V6
Q9D6J6	Q9D6J6
Q9D6J6	P04394
Q9D6Y7	Q9D6Y7
Q9D6Y7	Q923M1
Q9D6Y7	Q9UJ68
Q9D6Y7	Q336R9
Q9D6Y7	P54150
Q9D6Y7	Q9LY14
Q9D6Z0	Q9D6Z0
Q9D6Z0	Q9BT30
Q9D6Z0	Q9UT12
Q9D818	Q9D818
Q9D818	Q86UD0
Q9D842	Q9D842
Q9D842	Q8IW19
Q9D8B6	Q9D8B6
Q9D8F1	Q9D8F1
Q9D8F1	Q9NXW9
Q9D8H7	Q9D8H7
Q9D8H7	Q96E52
Q9D8V0	Q9D8V0
Q9D945	Q9D945
Q9D992	Q9D992
Q9D995	Q9D995
Q9D9W1	Q9D9W1
Q9DA19	Q9DA19
Q9DAG4	Q9DAG4
Q9DAG5	Q9DAG5
Q9DB00	Q9DB00
Q9DB60	Q9DB60
Q9DB77	Q9DB77
Q9DB96	Q9DB96
Q9DB96	Q8NEJ9
Q9DBD5	Q9DBD5
Q9DBD5	Q56B11
Q9DBD5	Q8IZL8
Q9DBG9	Q9DBG9
Q9DBG9	O14907
Q9DBL9	Q9DBL9
Q9DBR0	Q9DBR0
Q9DBR0	O43823
Q9DBR0	Q63014
Q9DBR0	O88291
Q9DBR0	Q9ULX6
Q9DBU6	Q9DBU6
Q9DC04	Q9DC04
Q9DC04	P49796
Q9DC70	Q9DC70
Q9DC70	P42026
Q9DC70	Q42577
Q9DC70	P42027
Q9DCD5	Q9DCD5
Q9DCJ5	Q9DCJ5
Q9DCJ5	P51970
Q9DCJ5	P21976
Q9DCR4	Q9DCR4
Q9DCR4	Q9Y6B2
Q9EP97	Q9EP97
Q9EP97	Q9H4L4
Q9EPA0	Q9EPA0
Q9EPA0	Q05AA6
Q9EPA0	Q0KI50
Q9EPA0	Q7YU29
Q9EPA0	Q9VDW3
Q9EPA0	Q9VDW6
Q9EPB4	Q9EPB4
Q9EPB4	Q9ULZ3
Q9EPB4	Q9I9N6
Q9EPC1	Q9EPC1
Q9EPC1	Q9HB97
Q9EPC1	Q9HBI1
Q9EPC1	Q9NVD7
Q9EPL8	Q9EPL8
Q9EPL8	F4IRR2
Q9EQ28	Q9EQ28
Q9EQ28	Q15054
Q9EQ61	Q9EQ61
Q9EQ61	O00541
Q9EQ61	Q9LYK7
Q9EQ61	P53261
Q9EQ61	O60164
Q9EQ80	Q9EQ80
Q9EQJ4	Q9EQJ4
Q9EQN3	Q9EQN3
Q9EQQ4	Q9EQQ4
Q9EQQ4	Q9BZJ6
Q9EQR5	Q9EQR5
Q9EQR5	Q9H400
Q9EQW6	Q9EQW6
Q9ER31	Q9ER31
Q9ER31	O75354
Q9ER31	O93295
Q9ER31	Q5DRK1
Q9ER31	Q8BFW6
Q9ER31	O75355
Q9ER31	Q9Y5L3
Q9ER31	O35795
Q9ER97	Q9ER97
Q9ER99	Q9ER99
Q9ER99	Q92681
Q9ERG0	Q9ERG0
Q9ERH4	Q9ERH4
Q9ERH4	Q1W1G1
Q9ERV1	Q9ERV1
Q9ERV1	Q13064
Q9ES19	Q9ES19
Q9ES19	Q06507
Q9ES19	P18848
Q9ES40	Q9ES40
Q9ES52	Q9ES52
Q9ES52	D7PF45
Q9ES52	A0A8I3NFE2
Q9ES52	O15357
Q9ES52	Q9WVR3
Q9ES53	Q9ES53
Q9ES53	Q9SJV0
Q9ES53	Q19584
Q9ES56	Q9ES56
Q9ES71	Q9ES71
Q9ES71	O15228
Q9ES71	P98192
Q9ESC8	Q9ESC8
Q9ESC8	Q9UHB7
Q9ESC8	P51816
Q9ESC8	P51825
Q9ESC8	P51826
Q9ESC8	P51827
Q9ESE1	Q9ESE1
Q9ESE1	Q9EPN1
Q9ESJ1	Q9ESJ1
Q9ESJ7	Q9ESJ7
Q9ESK9	Q9ESK9
Q9ESK9	Q8TDY2
Q9EST4	Q9EST4
Q9ESV1	Q9ESV1
Q9ET80	Q9ET80
Q9ET80	Q9BR39
Q9ET80	Q9ET77
Q9ET80	Q9ET78
Q9FE22	Q9FE22
Q9FEC1	Q9FEC1
Q9FEN9	Q9FEN9
Q9FEN9	F4JL28
Q9FFA7	Q9FFA7
Q9FFA7	Q9LTJ6
Q9FFA7	P43254
Q9FFA7	Q8NHY2
Q9FFA7	Q9R1A8
Q9FFA7	Q9SYX2
Q9FFA7	Q9T014
Q9FFC7	Q9FFC7
Q9FFC7	P36428
Q9FFC7	P40825
Q9FFC7	P49588
Q9FFC7	Q14CH7
Q9FFC7	Q5JTZ9
Q9FFC7	Q5A8K2
Q9FFD8	Q9FFD8
Q9FFF4	Q9FFF4
Q9FFF4	Q93YZ7
Q9FFH0	Q9FFH0
Q9FFH1	Q9FFH1
Q9FFK6	Q9FFK6
Q9FFY9	Q9FFY9
Q9FFZ1	Q9FFZ1
Q9FG00	Q9FG00
Q9FG13	Q9FG13
Q9FG13	A0A0H5BMX5
Q9FG13	Q6L545
Q9FG13	R4X244
Q9FG13	I4DST8
Q9FG37	Q9FG37
Q9FGQ9	Q9FGQ9
Q9FGQ9	Q9SGZ8
Q9FGQ9	Q8VY80
Q9FGQ9	Q9LV75
Q9FGQ9	F4JW68
Q9FGQ9	O80506
Q9FGS4	Q9FGS4
Q9FGT8	Q9FGT8
Q9FGW9	Q9FGW9
Q9FH37	Q9FH37
Q9FH37	Q8L467
Q9FH37	Q9C682
Q9FHK4	Q9FHK4
Q9FI46	Q9FI46
Q9FIB6	Q9FIB6
Q9FIB6	Q8VWK0
Q9FIB6	P0CU18
Q9FIB6	P0CU17
Q9FIG9	Q9FIG9
Q9FJ17	Q9FJ17
Q9FJ17	Q39083
Q9FJ17	O04259
Q9FJ17	Q8GWK1
Q9FJ17	Q6NM26
Q9FJ17	Q84J70
Q9FJF4	Q9FJF4
Q9FJH5	Q9FJH5
Q9FJH5	Q9LZF1
Q9FJI1	Q9FJI1
Q9FJI1	Q09527
Q9FJI1	Q12055
Q9FJI5	Q9FJI5
Q9FJI5	Q9LK23
Q9FJI5	P11413
Q9FJI5	Q43727
Q9FJI5	Q43839
Q9FJI5	Q8L743
Q9FJI5	Q9FY99
Q9FJI5	Q93ZW0
Q9FJV5	Q9FJV5
Q9FJV5	Q93WJ9
Q9FJW3	Q9FJW3
Q9FJW3	F4IZ80
Q9FJW3	Q9LHJ3
Q9FJW3	P38216
Q9FJW3	Q12489
Q9FJW3	Q9SKY1
Q9FJW3	Q1PEX8
Q9FJW3	Q9SKX9
Q9FJW3	A0A178WF56
Q9FJW3	O23035
Q9FJW3	Q6NN03
Q9FJW3	Q8LG30
Q9FJW4	Q9FJW4
Q9FJW4	O43181
Q9FJW4	Q02375
Q9FJW4	Q9CXZ1
Q9FJW4	P25711
Q9FK13	Q9FK13
Q9FKP4	Q9FKP4
Q9FKP4	Q9LX99
Q9FKQ7	Q9FKQ7
Q9FKS8	Q9FKS8
Q9FKS8	Q9SX98
Q9FL12	Q9FL12
Q9FL12	O82261
Q9FLL1	Q9FLL1
Q9FLS8	Q9FLS8
Q9FLS8	Q9LY28
Q9FLS8	Q9FI43
Q9FLS8	P40556
Q9FLS8	P70406
Q9FLS8	P12242
Q9FLS8	P56501
Q9FLS8	Q9CR58
Q9FLS8	W5PSH7
Q9FLS8	Q06143
Q9FLS8	Q6IZB5
Q9FLS8	Q8BVN7
Q9FLS8	O18757
Q9FLS8	Q9M024
Q9FLS8	Q9UBX3
Q9FLS8	P90992
Q9FLS8	Q12251
Q9FLT9	Q9FLT9
Q9FLT9	Q9SCK3
Q9FLU1	Q9FLU1
Q9FLY0	Q9FLY0
Q9FME2	Q9FME2
Q9FME4	Q9FME4
Q9FMM3	Q9FMM3
Q9FMS5	Q9FMS5
Q9FMS5	Q7X6Y7
Q9FMV1	Q9FMV1
Q9FMV1	Q9SMN1
Q9FMV1	Q94AU7
Q9FMV1	Q9C6B3
Q9FMV1	Q9FWR5
Q9FMZ0	Q9FMZ0
Q9FN03	Q9FN03
Q9FN03	Q9FJG9
Q9FN03	Q9UGK8
Q9FN03	Q9CYF5
Q9FN03	Q96I51
Q9FN48	Q9FN48
Q9FN48	B6TVL4
Q9FN52	Q9FN52
Q9FN69	Q9FN69
Q9FN69	A0A2R6QE26
Q9FNB0	Q9FNB0
Q9NY74	Q9NY74
Q9NYF8	Q9NYF8
Q9NYF8	Q569Z6
Q9NYF8	Q9Y2W1
Q9NYG5	Q9NYG5
Q9NYG5	P62877
Q9NYG5	O13959
Q9NYG5	Q08273
Q9NYG5	Q9W5E1
Q9NYG5	Q9UBF6
Q9NYH9	Q9NYH9
Q9NYJ8	Q9NYJ8
Q9NYJ8	Q99K90
Q9NYK5	Q9NYK5
Q9NYL2	Q9NYL2
Q9NYL2	Q9ESL4
Q9NYP3	Q9NYP3
Q9NYP3	Q9VNA8
Q9NYV6	Q9NYV6
Q9NYV6	B2RS91
Q9NYV7	Q9NYV7
Q9NYX4	Q9NYX4
Q9NYY8	Q9NYY8
Q9NZ09	Q9NZ09
Q9NZ42	Q9NZ42
Q9NZ81	Q9NZ81
Q9NZB2	Q9NZB2
Q9NZC4	Q9NZC4
Q9NZC4	P78545
Q9NZC4	Q3UPW2
Q9NZC7	Q9NZC7
Q9NZC7	Q91WL8
Q9NZC7	P13653
Q9NZC7	O48741
Q9NZC7	Q42536
Q9NZC7	P21218
Q9NZC7	Q01289
Q9NZC7	Q42850
Q9NZC7	Q6RVV4
Q9NZC7	Q8NBN7
Q9NZC9	Q9NZC9
Q9NZC9	Q5FWF4
Q9NZD1	Q9NZD1
Q9NZD1	Q8BHL4
Q9NZD1	Q8NFJ5
Q9NZD8	Q9NZD8
